"fecha","indicativo","nombre","provincia","altitud","tmed","prec","tmin","horatmin","tmax","horatmax","dir","velmedia","racha","horaracha","presMax","horaPresMax","presMin","horaPresMin","hrMedia","hrMax","horaHrMax","hrMin","horaHrMin"
"2023-11-27","3195","MADRID, RETIRO","MADRID","667","8,0","0,0","5,2","Varias","10,8","16:00","25","1,7","5,0","20:00","940,7","11","937,5","16","90","99","Varias","83","13:30"
"2023-11-28","3195","MADRID, RETIRO","MADRID","667","9,6","0,0","7,1","01:20","12,0","14:20","24","1,4","8,6","23:10","938,9","00","935,0","24","92","99","Varias","84","14:50"
"2023-11-29","3195","MADRID, RETIRO","MADRID","667","12,4","","11,0","08:00","13,7","15:30","24","2,8","8,6","15:40","935,0","00","930,3","Varias","95","99","07:40","84","16:00"
"2023-11-30","3195","MADRID, RETIRO","MADRID","667","13,4","","12,1","06:40","14,6","15:20","25","3,1","14,7","15:40","930,3","00","922,3","24","96","99","Varias","81","12:10"
"2023-12-01","3195","MADRID, RETIRO","MADRID","667","9,2","0,0","5,8","Varias","12,5","02:00","26","3,1","10,8","09:50","934,3","24","920,2","03","70","99","Varias","50","12:20"
"2023-12-02","3195","MADRID, RETIRO","MADRID","667","7,0","0,0","4,1","07:30","10,0","Varias","30","1,9","7,2","02:20","943,9","24","934,3","00","66","83","07:20","53","13:50"
"2023-12-03","3195","MADRID, RETIRO","MADRID","667","4,6","0,0","1,8","05:50","7,5","15:50","23","1,4","4,2","17:30","945,2","Varias","940,1","24","80","92","Varias","73","18:00"
"2023-12-04","3195","MADRID, RETIRO","MADRID","667","7,5","0,0","4,9","04:00","10,1","15:40","24","1,4","8,1","15:00","941,2","23","938,7","16","91","97","Varias","78","15:50"
"2023-12-05","3195","MADRID, RETIRO","MADRID","667","6,5","0,0","4,9","07:40","8,1","Varias","04","1,9","7,8","23:59","942,3","11","937,5","24","65","81","00:10","58","13:10"
"2023-12-06","3195","MADRID, RETIRO","MADRID","667","6,0","0,0","2,9","07:30","9,1","14:30","04","0,8","6,9","00:20","943,0","24","937,1","04","77","96","Varias","62","14:10"
"2023-12-07","3195","MADRID, RETIRO","MADRID","667","6,1","14,2","3,6","06:30","8,6","23:30","18","1,1","7,2","20:30","943,7","10","939,4","21","94","99","Varias","87","04:00"
"2023-12-08","3195","MADRID, RETIRO","MADRID","667","8,8","0,0","5,9","07:10","11,6","13:20","29","3,6","13,3","13:20","947,0","24","939,4","05","68","99","Varias","49","13:40"
"2023-12-09","3195","MADRID, RETIRO","MADRID","667","9,2","0,0","5,8","01:50","12,7","14:10","27","1,4","7,5","11:30","948,9","24","945,8","04","93","99","22:30","76","00:00"
"2023-12-10","3195","MADRID, RETIRO","MADRID","667","11,2","0,1","10,4","07:50","12,1","14:10","22","1,1","5,0","13:50","949,9","10","947,5","15","96","99","Varias","93","Varias"
"2023-12-11","3195","MADRID, RETIRO","MADRID","667","10,9","0,0","9,0","23:00","12,8","14:10","23","1,1","4,7","01:20","947,8","11","944,5","24","85","98","00:00","77","13:40"
"2023-12-12","3195","MADRID, RETIRO","MADRID","667","9,9","3,4","7,7","03:20","12,1","18:40","25","1,1","8,1","17:20","944,5","00","937,5","23","96","99","Varias","92","14:10"
"2023-12-13","3195","MADRID, RETIRO","MADRID","667","9,0","0,0","6,6","23:59","11,3","14:10","34","3,6","12,8","13:10","944,3","24","937,7","00","60","99","Varias","50","15:40"
"2023-12-14","3195","MADRID, RETIRO","MADRID","667","6,8","0,0","2,6","07:40","11,1","15:00","99","1,4","9,2","Varias","954,0","24","944,1","01","69","95","08:10","49","14:30"
"2023-12-15","3195","MADRID, RETIRO","MADRID","667","9,0","0,0","4,8","03:50","13,1","14:50","03","1,9","6,7","05:00","957,4","10","954,0","00","67","86","22:40","52","Varias"
"2023-12-16","3195","MADRID, RETIRO","MADRID","667","6,6","0,0","2,0","06:40","11,1","14:40","04","0,8","4,7","00:40","958,2","11","955,4","Varias","69","90","04:10","44","15:20"
"2023-12-17","3195","MADRID, RETIRO","MADRID","667","6,6","0,0","1,9","06:20","11,4","14:50","06","0,8","5,0","23:20","958,5","10","956,1","15","68","89","04:40","44","15:30"
"2023-12-18","3195","MADRID, RETIRO","MADRID","667","6,2","0,0","1,3","07:20","11,0","15:50","05","0,6","3,6","05:50","957,8","11","954,6","17","73","89","Varias","50","15:10"
"2023-12-19","3195","MADRID, RETIRO","MADRID","667","6,0","0,2","1,1","07:50","10,9","15:10","03","1,4","3,3","00:10","954,7","00","950,0","Varias","75","96","05:50","49","13:30"
"2023-12-20","3195","MADRID, RETIRO","MADRID","667","6,8","0,0","1,8","02:40","11,9","13:40","06","3,1","13,9","15:00","951,1","23","948,4","14","61","99","08:20","35","13:40"
"2023-12-21","3195","MADRID, RETIRO","MADRID","667","6,9","0,0","2,2","07:30","11,6","15:50","04","1,1","6,7","00:30","951,8","10","949,2","04","73","92","07:50","47","15:20"
"2023-12-22","3195","MADRID, RETIRO","MADRID","667","7,6","0,0","2,2","07:50","13,1","15:00","08","1,1","6,1","06:20","951,5","10","948,6","15","69","94","Varias","47","14:50"
"2023-12-23","3195","MADRID, RETIRO","MADRID","667","7,6","0,0","2,5","08:10","12,6","14:20","06","1,1","5,8","10:50","949,2","Varias","946,4","15","64","93","08:10","36","13:30"
"2023-12-24","3195","MADRID, RETIRO","MADRID","667","6,4","0,0","1,9","08:10","10,8","14:30","99","1,1","4,2","Varias","948,0","10","945,1","15","71","89","04:10","53","15:20"
"2023-12-25","3195","MADRID, RETIRO","MADRID","667","5,2","0,0","0,7","06:40","9,7","14:20","04","1,1","3,9","03:30","946,9","00","944,1","16","82","97","Varias","62","14:20"
"2023-12-26","3195","MADRID, RETIRO","MADRID","667","4,4","0,0","0,4","07:30","8,3","15:00","17","1,1","3,6","12:40","947,1","10","944,3","15","87","98","23:30","69","14:40"
"2023-12-27","3195","MADRID, RETIRO","MADRID","667","4,6","0,0","-0,2","07:50","9,3","14:40","20","0,8","3,9","14:00","947,9","23","945,1","14","76","99","Varias","55","14:30"
"2023-12-28","3195","MADRID, RETIRO","MADRID","667","4,0","0,0","0,9","04:00","7,1","14:50","09","0,6","3,9","06:50","948,9","11","946,7","14","78","95","00:40","67","15:40"
"2023-12-29","3195","MADRID, RETIRO","MADRID","667","6,1","0,0","3,7","03:40","8,5","15:10","04","1,1","5,0","13:30","947,7","00","943,5","15","79","89","Varias","54","15:00"
"2023-12-30","3195","MADRID, RETIRO","MADRID","667","6,2","0,0","1,8","05:50","10,7","15:20","23","0,8","5,3","20:20","944,8","11","940,9","16","79","97","08:30","61","12:40"
"2023-12-31","3195","MADRID, RETIRO","MADRID","667","7,2","0,0","5,0","00:10","9,4","15:10","24","2,8","7,8","10:20","941,8","Varias","939,5","05","91","97","08:30","79","21:50"
